PeriodEnd,PeriodStart,Period,AirTemp,Dni
2019-12-31T19:45:00Z,2019-12-31T19:30:00Z,PT15M,14.2,354
2019-12-31T20:00:00Z,2019-12-31T19:45:00Z,PT15M,14.3,474
2019-12-31T20:15:00Z,2019-12-31T20:00:00Z,PT15M,14.5,561
2019-12-31T20:30:00Z,2019-12-31T20:15:00Z,PT15M,14.9,632
2019-12-31T20:45:00Z,2019-12-31T20:30:00Z,PT15M,15.2,690
2019-12-31T21:00:00Z,2019-12-31T20:45:00Z,PT15M,15.6,738
2019-12-31T21:15:00Z,2019-12-31T21:00:00Z,PT15M,16.1,779
2019-12-31T21:30:00Z,2019-12-31T21:15:00Z,PT15M,16.5,814
2019-12-31T21:45:00Z,2019-12-31T21:30:00Z,PT15M,17.0,844
2019-12-31T22:00:00Z,2019-12-31T21:45:00Z,PT15M,17.5,866
2019-12-31T22:15:00Z,2019-12-31T22:00:00Z,PT15M,17.8,756
2019-12-31T22:30:00Z,2019-12-31T22:15:00Z,PT15M,18.1,911
2019-12-31T22:45:00Z,2019-12-31T22:30:00Z,PT15M,18.3,873
2019-12-31T23:00:00Z,2019-12-31T22:45:00Z,PT15M,18.6,670
2019-12-31T23:15:00Z,2019-12-31T23:00:00Z,PT15M,18.8,870
2019-12-31T23:30:00Z,2019-12-31T23:15:00Z,PT15M,19.1,862
2019-12-31T23:45:00Z,2019-12-31T23:30:00Z,PT15M,19.3,986
2020-01-01T00:00:00Z,2019-12-31T23:45:00Z,PT15M,19.6,998
2020-01-01T00:15:00Z,2020-01-01T00:00:00Z,PT15M,19.8,1009
2020-01-01T00:30:00Z,2020-01-01T00:15:00Z,PT15M,20.0,1018
2020-01-01T00:45:00Z,2020-01-01T00:30:00Z,PT15M,20.1,1025
2020-01-01T01:00:00Z,2020-01-01T00:45:00Z,PT15M,20.3,1030
2020-01-01T01:15:00Z,2020-01-01T01:00:00Z,PT15M,20.6,1034
2020-01-01T01:30:00Z,2020-01-01T01:15:00Z,PT15M,20.9,1037
2020-01-01T01:45:00Z,2020-01-01T01:30:00Z,PT15M,21.2,1040
2020-01-01T02:00:00Z,2020-01-01T01:45:00Z,PT15M,21.5,1043
2020-01-01T02:15:00Z,2020-01-01T02:00:00Z,PT15M,21.9,1044
2020-01-01T02:30:00Z,2020-01-01T02:15:00Z,PT15M,22.2,1044
2020-01-01T02:45:00Z,2020-01-01T02:30:00Z,PT15M,22.5,1040
2020-01-01T03:00:00Z,2020-01-01T02:45:00Z,PT15M,22.8,1033
2020-01-01T03:15:00Z,2020-01-01T03:00:00Z,PT15M,23.2,1026
2020-01-01T03:30:00Z,2020-01-01T03:15:00Z,PT15M,23.5,1018
2020-01-01T03:45:00Z,2020-01-01T03:30:00Z,PT15M,23.8,1011
2020-01-01T04:00:00Z,2020-01-01T03:45:00Z,PT15M,24.1,1005
2020-01-01T04:15:00Z,2020-01-01T04:00:00Z,PT15M,24.3,998
2020-01-01T04:30:00Z,2020-01-01T04:15:00Z,PT15M,24.3,991
2020-01-01T04:45:00Z,2020-01-01T04:30:00Z,PT15M,24.4,983
2020-01-01T05:00:00Z,2020-01-01T04:45:00Z,PT15M,24.4,973
2020-01-01T05:15:00Z,2020-01-01T05:00:00Z,PT15M,24.3,963
2020-01-01T05:30:00Z,2020-01-01T05:15:00Z,PT15M,24.1,951
2020-01-01T05:45:00Z,2020-01-01T05:30:00Z,PT15M,24.0,937
2020-01-01T06:00:00Z,2020-01-01T05:45:00Z,PT15M,23.8,922
2020-01-01T06:15:00Z,2020-01-01T06:00:00Z,PT15M,23.6,905
2020-01-01T06:30:00Z,2020-01-01T06:15:00Z,PT15M,23.4,885
2020-01-01T06:45:00Z,2020-01-01T06:30:00Z,PT15M,23.2,864
2020-01-01T07:00:00Z,2020-01-01T06:45:00Z,PT15M,23.0,841
2020-01-01T07:15:00Z,2020-01-01T07:00:00Z,PT15M,22.8,814
2020-01-01T07:30:00Z,2020-01-01T07:15:00Z,PT15M,22.6,783
2020-01-01T07:45:00Z,2020-01-01T07:30:00Z,PT15M,22.3,745
2020-01-01T08:00:00Z,2020-01-01T07:45:00Z,PT15M,22.1,701
2020-01-01T08:15:00Z,2020-01-01T08:00:00Z,PT15M,21.8,649
2020-01-01T08:30:00Z,2020-01-01T08:15:00Z,PT15M,21.3,588
2020-01-01T08:45:00Z,2020-01-01T08:30:00Z,PT15M,20.9,486
2020-01-01T09:00:00Z,2020-01-01T08:45:00Z,PT15M,20.5,287
2020-01-01T09:15:00Z,2020-01-01T09:00:00Z,PT15M,20.1,185
2020-01-01T09:30:00Z,2020-01-01T09:15:00Z,PT15M,19.6,118
2020-01-01T09:45:00Z,2020-01-01T09:30:00Z,PT15M,19.2,14
2020-01-01T10:00:00Z,2020-01-01T09:45:00Z,PT15M,18.7,0
2020-01-01T10:15:00Z,2020-01-01T10:00:00Z,PT15M,18.4,0
2020-01-01T10:30:00Z,2020-01-01T10:15:00Z,PT15M,18.2,0
2020-01-01T10:45:00Z,2020-01-01T10:30:00Z,PT15M,18.1,0
2020-01-01T11:00:00Z,2020-01-01T10:45:00Z,PT15M,17.9,0
2020-01-01T11:15:00Z,2020-01-01T11:00:00Z,PT15M,17.7,0
2020-01-01T11:30:00Z,2020-01-01T11:15:00Z,PT15M,17.6,0
2020-01-01T11:45:00Z,2020-01-01T11:30:00Z,PT15M,17.5,0
2020-01-01T12:00:00Z,2020-01-01T11:45:00Z,PT15M,17.4,0
2020-01-01T12:15:00Z,2020-01-01T12:00:00Z,PT15M,17.3,0
2020-01-01T12:30:00Z,2020-01-01T12:15:00Z,PT15M,17.2,0
2020-01-01T12:45:00Z,2020-01-01T12:30:00Z,PT15M,17.1,0
2020-01-01T13:00:00Z,2020-01-01T12:45:00Z,PT15M,17.0,0
2020-01-01T13:15:00Z,2020-01-01T13:00:00Z,PT15M,17.0,0
2020-01-01T13:30:00Z,2020-01-01T13:15:00Z,PT15M,16.9,0
2020-01-01T13:45:00Z,2020-01-01T13:30:00Z,PT15M,16.8,0
2020-01-01T14:00:00Z,2020-01-01T13:45:00Z,PT15M,16.7,0
2020-01-01T14:15:00Z,2020-01-01T14:00:00Z,PT15M,16.6,0
2020-01-01T14:30:00Z,2020-01-01T14:15:00Z,PT15M,16.5,0
2020-01-01T14:45:00Z,2020-01-01T14:30:00Z,PT15M,16.4,0
2020-01-01T15:00:00Z,2020-01-01T14:45:00Z,PT15M,16.3,0
2020-01-01T15:15:00Z,2020-01-01T15:00:00Z,PT15M,16.1,0
2020-01-01T15:30:00Z,2020-01-01T15:15:00Z,PT15M,16.0,0
2020-01-01T15:45:00Z,2020-01-01T15:30:00Z,PT15M,15.9,0
2020-01-01T16:00:00Z,2020-01-01T15:45:00Z,PT15M,15.8,0
2020-01-01T16:15:00Z,2020-01-01T16:00:00Z,PT15M,15.7,0
2020-01-01T16:30:00Z,2020-01-01T16:15:00Z,PT15M,15.6,0
2020-01-01T16:45:00Z,2020-01-01T16:30:00Z,PT15M,15.5,0
2020-01-01T17:00:00Z,2020-01-01T16:45:00Z,PT15M,15.4,0
2020-01-01T17:15:00Z,2020-01-01T17:00:00Z,PT15M,15.4,0
2020-01-01T17:30:00Z,2020-01-01T17:15:00Z,PT15M,15.3,0
2020-01-01T17:45:00Z,2020-01-01T17:30:00Z,PT15M,15.2,0
2020-01-01T18:00:00Z,2020-01-01T17:45:00Z,PT15M,15.1,0
2020-01-01T18:15:00Z,2020-01-01T18:00:00Z,PT15M,15.1,0
